studiepgm_navn,identifikator,studiepgm_navn_en,instnr,instnavn,instnavn_en,studiested,NUSKODE,fagfelt,fagfelt_nyn,fagfelt_eng,faggruppe,faggruppe_nyn,faggruppe_eng,utdanningsgruppe,utdanningsgruppe_nyn,utdanningsgruppe_eng,bama,fagfelt_bama,studprog_kod,Prosenttall_Praksis,STUDIENIVAKODE,utd_type,utd_gruppe,aggregerte_data,oppr_utvalg,end_utvalg,andel_svart,terskel,an_heltd_DBH,stupoeng_DBH,organis_DBH,pc_praksDBH,undsprakDBH,vidutd_DBH,totstud_DBH,totkvi_DBH,totmenn_DBH,aldmedian_DBH,totkvi_prosent_DBH,totmenn_prosent_DBH,underv_engasj_18,underv_formidl_18,underv_pensum_18,underv_aktiv_18,indeks_underv_18,omftilb_forinnlev_15,omftilb_etterinnlev_15,omftilb_ikkeskrift_15,omftilb_andrestud_15,omftilb_fagprobl_15,omftilb_fagutvikl_15,tilbveil_antall_16,tilbveil_konstru_13,tilbveil_fagdisk_18,indeks_tilbveil_16,tilbveil_student_18,miljo_sosial_13,miljo_fag_13,miljo_studans_15,indeks_psymiljo_15,miljo_lokaler_13,miljo_utstyr_13,miljo_biblio_13,miljo_ikt_13,indeks_fysmiljo_13,indeks_miljo_13,organ_tilgjinfo_17,organ_kvalinfo_17,organ_admtilr_17,organ_fagligsam_17,indeks_organ_17,vurd_pensum_13,vurd_forstaelse_13,vurd_laert_17,vurd_kriterier_17,vurd_fagutv_17,indeks_vurd_17,medvirk_innspill_18,medvirk_oppfolg_18,medvirk_tillitsv_18,indeks_medvirk_18,insp_stimul_13,insp_utfordr_13,insp_motivasjon_14,indeks_insp_14,praksis_forber_14,praksis_organ_18,praksis_komm_14,praksis_tilbakem_14,praksis_fagutford_14,praksis_teori_14,praksis_undervis_14,indeks_praksis_14,yrkrel_komp_16,yrkrel_bruk_18,yrkrel_bransje_18,yrkrel_kontakter_18,indeks_yrkrel_18,laerutb_teori_13,laerutb_metforsk_13,laerutb_egenerf_13,laerutb_fagspes_13,laerutb_refleks_13,laerutb_samarb_13,laerutb_muntkom_13,laerutb_skriftkom_13,laerutb_tenke_13,laerutb_selvst_13,egeteng_motivert_14,egeteng_orgakt_14,egeteng_forberedt_14,egeteng_innsats_14,indeks_egeteng_14,forvent_klare_16,forvent_forberedt_16,forvent_deltar_16,forvent_fagamb_16,indeks_forvent_16,overord_garpahelst_13,overord_altialt_13,tidsbruk_laerakt_14,tidsbruk_egeninns_14,tidsbruk_arbeid_14,digitale_aktivt_18,digitale_kompet_18,digitale_opplaer_18,digitale_laerplatt_18,indeks_digi_18,undbruk_forelesn_14,undbruk_seminar_14,undbruk_gruppe_14,undbruk_innlev_14,undbruk_prosjekt_14,undbruk_feltarb_17,undbruk_lab_14,undbruk_praktov_14,undbruk_case_14,undbruk_simul_14,undbruk_praksis_14,undbruk_digital_14,undbidr_forelesn_14,undbidr_seminar_14,undbidr_gruppe_14,undbidr_innlev_14,undbidr_prosjekt_14,undbidr_feltarb_17,undbidr_lab_14,undbidr_praktov_14,undbidr_case_14,undbidr_simul_14,undbidr_praksis_14,undbidr_digital_14,studiestart_samsvar_18,studiestart_forventn_18,studiestart_innfor_18,studiestart_fagfellans_18,studiestart_fagfellstud_18,studiestart_sosfell_18
Bachelor i freds- og konfliktstudier,9999_FK-bach,Bachelor of Peace and Conflict Studies,9999,Bjørknes Høyskole,Bjørknes University College,Oslo,631122,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Statsvitenskapelige fag,Statsvitskapelege fag,Political science,Statsvitenskapelige fag,Statsvitskapelege fag,Political science,Bachelor,Samfunnsfag og juridiske fag - bachelor,FK-bach,,B3,STATSVIT,STATSVIT,0,15,14,1,1,1.0,,,,,,,,,,,,4.6,4.4,4.4,4.4,4.4,,,,,,,3.9,4.1,4.2,4.1,4.0,4.6,4.3,4.6,4.5,4.1,4.0,3.5,4.4,4.0,4.2,4.5,4.4,4.6,4.6,4.5,4.4,4.3,4.5,4.0,4.6,4.4,3.8,4.1,4.3,4.0,4.6,4.4,4.1,4.4,,,,,,,,,4.4,3.4,3.4,4.0,3.7,4.1,3.9,3.5,3.5,4.4,3.8,3.8,4.3,4.2,4.4,4.1,3.7,3.7,3.9,3.9,4.1,4.2,4.2,4.1,4.2,4.8,4.6,8.7,15.9,18.3,4.1,4.4,3.4,4.4,4.1,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.3,4.2,3.8,3.7,4.1
Bachelor i freds- og konfliktstudier / internasjonale studier - nett,9999_FK_INT-bach-nett,Bachelor of Peace and Conflict Studies / International Studies,9999,Bjørknes Høyskole,Bjørknes University College,Nett,631115,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Statsvitenskapelige fag,Statsvitskapelege fag,Political science,Statsvitenskapelige fag,Statsvitskapelege fag,Political science,Bachelor,Samfunnsfag og juridiske fag - bachelor,FK_INT-bach-nett,,B3,STATSVIT,STATSVIT,0,11,4,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor i internasjonale studier,9999_INT-bach,Bachelor of International Studies,9999,Bjørknes Høyskole,Bjørknes University College,Oslo,631115,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Statsvitenskapelige fag,Statsvitskapelege fag,Political science,Statsvitenskapelige fag,Statsvitskapelege fag,Political science,Bachelor,Samfunnsfag og juridiske fag - bachelor,INT-bach,,B3,STATSVIT,STATSVIT,1,25,10,0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,3.8,4.0,4.1,3.9,,3.9,3.9,4.3,4.0,3.8,4.0,3.4,3.9,3.8,3.9,4.1,4.2,4.3,4.6,4.3,4.7,4.7,4.7,4.3,4.8,4.6,,,,,4.5,4.6,4.7,4.6,,,,,,,,,4.8,,,,,4.8,4.1,3.8,4.1,4.8,4.7,4.1,4.7,5.0,4.8,4.6,4.1,4.2,4.3,4.3,4.6,4.6,4.4,4.7,4.6,4.8,4.8,13.6,23.3,12.0,,,,,,4.8,4.4,1.4,4.8,3.0,3.4,0.0,2.6,3.6,3.0,4.0,4.8,,,,,,,,,,,,,,,,,,
Bachelor i anvendt psykologi,9999_PSY-bac,Bachelor of Applied Psychology,9999,Bjørknes Høyskole,Bjørknes University College,Oslo,636102,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Psykologiske fag,Psykologiske fag,Psychology,Psykologi,Psykologi,Psychology,Bachelor,Samfunnsfag og juridiske fag - bachelor,PSY-bac,,B3,PSYKOLOGI,PSYKOLOGI,0,114,75,1,1,1.0,,,,,,,,,,,,4.0,3.9,4.0,3.6,3.8,,,,,,,3.4,3.7,3.4,3.5,3.1,3.1,3.3,3.7,3.4,3.4,3.5,3.3,3.5,3.4,3.4,3.7,3.7,3.9,3.9,3.8,3.7,4.1,3.8,3.7,3.9,3.8,3.6,3.6,3.8,3.7,3.8,4.2,3.8,3.9,,,,,,,,,4.0,2.8,2.7,2.3,3.0,3.8,3.7,3.1,3.1,4.1,3.9,3.3,3.9,4.0,4.2,4.0,3.3,3.6,3.7,3.7,3.6,3.6,3.2,3.3,3.4,4.5,4.2,8.0,14.2,9.1,3.7,3.9,3.3,4.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,3.8,3.7,3.8,3.5,3.4,3.4
Bachelor i anvendt psykologi,9999_PSY-bac-nett,Bachelor of Applied Psychology,9999,Bjørknes Høyskole,Bjørknes University College,Nett,636102,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Psykologiske fag,Psykologiske fag,Psychology,Psykologi,Psykologi,Psychology,Bachelor,Samfunnsfag og juridiske fag - bachelor,PSY-bac-nett,,B3,PSYKOLOGI,PSYKOLOGI,0,78,34,0,1,1.0,,,,,,,,,,,,3.7,4.1,4.2,3.8,3.9,,,,,,,3.8,4.1,3.6,3.9,3.4,2.7,3.5,3.7,3.4,4.1,4.0,3.3,4.3,4.1,4.0,4.5,4.3,4.2,4.3,4.3,4.2,4.6,4.3,4.2,4.3,4.3,3.1,3.7,3.6,3.3,4.4,4.5,4.2,4.3,,,,,,,,,4.5,3.5,3.2,2.3,3.5,4.2,4.0,3.3,3.3,4.4,4.0,3.8,4.2,4.3,4.8,4.0,3.8,3.8,4.0,3.9,4.2,4.2,4.1,4.1,4.1,4.4,4.4,8.8,21.3,10.0,4.4,4.5,4.1,4.7,4.5,,,,,,,,,,,,,,,,,,,,,,,,,4.3,4.0,4.2,3.7,2.8,2.6
"Barnehagelærerutdanning, deltid",8224_BLUDEL,"Early Childhood Teacher Education, Part-Time",8224,Dronning Mauds Minne Høgskole for barnehagelærerutdanning,Queen Maud University College of Early Childhood Education,Trondheim,621107,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Bachelor,Lærerutdanninger og utdanninger i pedagogikk - bachelor,BLUDEL,17,B3,BARNEHAGE,BARNEHAGE,0,62,42,1,1,0.8,180,1,17,NOR,0,245,213,32,28,0.87,0.13,3.5,3.8,3.8,3.9,3.7,,,,,,,3.3,3.6,3.5,3.4,3.6,4.1,4.0,3.7,3.9,3.1,3.3,4.0,3.5,3.4,3.7,3.7,3.7,3.3,3.7,3.6,4.3,4.1,4.2,4.2,4.3,4.2,2.6,2.5,3.1,2.8,4.0,4.3,4.0,4.1,3.6,3.9,3.7,3.8,4.1,4.0,3.7,3.8,4.7,4.4,4.0,3.3,4.2,3.9,3.5,3.2,3.9,4.3,4.4,3.9,4.0,3.9,4.2,4.1,2.8,3.6,3.8,3.6,4.0,4.1,4.1,4.2,4.1,4.5,4.5,15.5,18.0,28.1,3.5,3.5,2.8,3.6,3.3,4.3,1.7,2.9,4.3,3.3,1.8,0.6,2.2,1.9,2.3,4.0,3.1,3.7,3.5,3.3,4.2,3.7,3.2,2.8,3.7,3.8,3.0,4.3,3.6,3.9,4.2,4.0,3.6,4.0,3.8
Barnehagelærerutdanning,8224_BLUHO,Early Childhood Teacher Education,8224,Dronning Mauds Minne Høgskole for barnehagelærerutdanning,Queen Maud University College of Early Childhood Education,Trondheim,621107,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Bachelor,Lærerutdanninger og utdanninger i pedagogikk - bachelor,BLUHO,17,B3,BARNEHAGE,BARNEHAGE,0,155,133,1,1,1.0,180,1,17,NOR,0,461,350,111,22,0.76,0.24,3.3,3.6,3.9,3.8,3.6,,,,,,,3.2,3.5,3.3,3.3,3.2,4.0,3.7,3.6,3.8,3.3,3.4,4.1,3.4,3.5,3.6,3.7,3.6,3.4,3.7,3.6,4.2,4.1,4.1,3.9,4.2,4.1,2.8,2.7,3.1,2.9,3.7,4.0,3.2,3.6,3.3,3.3,3.2,3.7,3.7,3.6,4.0,3.5,4.3,4.0,3.5,3.1,3.8,3.7,3.3,3.3,3.7,3.9,4.2,3.9,3.8,3.7,3.9,3.8,3.2,3.2,3.5,3.4,3.8,3.9,3.8,3.6,3.8,4.4,4.1,24.2,11.3,5.6,3.6,3.2,2.5,3.5,3.2,4.4,1.7,3.1,4.2,3.7,2.8,0.6,2.4,2.7,2.0,4.0,2.7,3.6,2.7,3.5,4.0,3.8,3.6,2.7,3.6,3.8,2.8,4.5,3.2,3.5,3.7,3.5,3.5,3.8,4.0
"Barnehagelærerutdanning med vekt på musikk, drama, kunst og håndverk",8224_BLUKF,"Early Childhood Teacher Education with an Emphasis on Music, Drama, Arts and Crafts",8224,Dronning Mauds Minne Høgskole for barnehagelærerutdanning,Queen Maud University College of Early Childhood Education,Trondheim,621107,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Bachelor,Lærerutdanninger og utdanninger i pedagogikk - bachelor,BLUKF,17,B3,BARNEHAGE,BARNEHAGE,0,23,19,1,1,1.0,180,1,17,NOR,0,84,70,14,22,0.83,0.17,3.2,3.4,3.4,3.4,3.4,,,,,,,2.5,3.1,2.4,2.7,3.6,4.0,3.8,2.9,3.6,2.4,2.3,3.8,2.8,2.7,3.1,3.2,2.9,2.3,3.2,2.9,3.6,3.9,3.9,3.3,4.0,3.7,2.1,1.3,2.7,2.0,3.5,4.2,2.9,3.6,2.2,2.2,2.0,2.9,2.8,3.2,3.6,2.7,4.1,3.6,3.1,2.5,3.3,3.4,2.6,2.5,3.4,4.0,4.2,4.0,3.5,3.8,4.0,3.9,3.0,3.2,3.3,3.4,3.3,3.2,3.5,3.1,3.2,4.5,3.8,24.1,5.7,8.6,3.1,2.9,2.1,2.7,2.7,4.6,2.6,3.1,3.9,3.9,1.5,0.1,2.9,2.2,3.0,3.8,1.8,3.8,3.1,3.9,3.5,4.1,2.9,,3.7,3.5,3.3,4.5,2.5,3.3,3.3,3.0,2.9,4.0,4.0
Barnehagelærerutdanning med vekt på flerkulturell forståelse,8224_BLUMF,Early Childhood Teacher Education with an Emphasis on Multicultural Understanding,8224,Dronning Mauds Minne Høgskole for barnehagelærerutdanning,Queen Maud University College of Early Childhood Education,Trondheim,621107,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Bachelor,Lærerutdanninger og utdanninger i pedagogikk - bachelor,BLUMF,17,B3,BARNEHAGE,BARNEHAGE,0,30,29,1,1,1.0,180,1,17,NOR,0,101,88,13,22,0.87,0.13,4.0,4.0,4.1,4.4,4.1,,,,,,,3.3,3.7,3.8,3.6,4.0,4.4,4.3,3.8,4.1,3.3,3.7,4.3,3.7,3.7,3.9,4.0,3.9,3.2,3.9,3.7,4.3,4.3,4.3,3.9,4.2,4.2,3.9,3.4,3.9,3.7,4.2,4.4,4.1,4.2,3.5,3.5,3.4,3.9,3.9,3.7,4.3,3.7,4.5,4.3,4.2,3.5,4.1,3.9,3.7,3.3,3.8,4.3,4.4,4.1,4.3,4.2,4.3,4.0,3.7,3.4,3.8,3.7,3.8,3.8,3.9,4.0,3.9,4.7,4.6,29.3,14.0,12.7,4.0,3.5,3.1,3.8,3.6,4.6,3.4,3.2,4.0,3.9,2.4,0.9,2.8,2.5,2.1,4.0,3.5,4.2,4.0,3.7,4.3,3.9,3.7,3.4,3.6,3.9,3.4,4.7,3.6,3.9,4.1,3.8,4.0,4.4,4.3
Barnehagelærerutdanning med vekt på natur- og friluftsliv,8224_BLUNF,Early Childhood Teacher Education with an Emphasis on Nature and Outdoor Life,8224,Dronning Mauds Minne Høgskole for barnehagelærerutdanning,Queen Maud University College of Early Childhood Education,Trondheim,621107,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Bachelor,Lærerutdanninger og utdanninger i pedagogikk - bachelor,BLUNF,17,B3,BARNEHAGE,BARNEHAGE,0,29,29,1,1,1.0,180,1,17,NOR,0,95,69,26,22,0.73,0.27,3.6,3.9,4.0,3.7,3.8,,,,,,,3.4,3.7,3.4,3.5,3.2,4.2,4.0,3.7,4.0,3.0,3.4,4.3,3.5,3.5,3.7,3.9,3.9,3.6,3.8,3.8,4.1,4.0,4.1,3.7,4.1,4.0,3.6,3.5,3.5,3.5,4.1,4.4,3.7,4.1,4.1,4.1,3.6,4.2,4.1,4.1,4.3,4.0,4.6,4.3,3.8,3.5,4.1,4.0,3.4,3.4,4.0,4.2,4.3,4.4,4.1,4.1,4.1,4.0,3.6,3.6,3.9,3.8,4.1,4.1,4.1,4.1,4.1,4.3,4.1,23.3,10.5,7.2,3.6,3.4,2.7,3.7,3.4,4.6,2.1,3.0,4.4,3.6,2.3,0.3,2.9,1.8,1.6,4.0,2.5,4.5,3.6,3.2,4.2,3.5,3.2,3.5,3.9,3.8,2.4,4.6,3.1,4.1,4.1,3.8,3.9,4.1,4.0
Mastergradsstudium i barnehagekunnskap - barndom i et samfunn i endring,8224_MBK,Master's Degree Programme in Early Childhood Education and Care - Early Childhood in a Changing Society,8224,Dronning Mauds Minne Høgskole for barnehagelærerutdanning,Queen Maud University College of Early Childhood Education,Trondheim,721107,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Master,Lærerutdanninger og utdanninger i pedagogikk - master,MBK,0,M2,PEDAGOGIKK,PEDAGOGIKK,0,23,21,1,1,1.0,120,1,0,NOR,0,23,18,5,36,0.78,0.22,4.4,4.0,4.5,4.4,4.3,,,,,,,3.7,4.0,4.2,4.0,3.8,4.2,4.3,4.6,4.4,4.3,4.2,4.4,4.0,4.3,4.3,4.2,4.1,4.1,4.6,4.3,4.7,4.7,4.7,4.4,4.6,4.6,4.4,4.2,4.4,4.3,4.6,5.0,4.4,4.7,,,,,,,,,4.9,3.5,3.4,2.1,3.5,4.5,4.0,3.9,4.0,4.5,4.2,4.0,4.4,4.4,4.6,4.3,3.8,3.7,3.9,3.9,4.4,4.2,4.1,4.5,4.3,4.8,4.6,11.1,20.2,20.2,3.6,3.8,3.5,4.1,3.7,4.8,2.7,2.2,4.3,1.8,2.7,0.0,0.7,1.2,0.6,0.0,2.2,4.5,3.5,3.0,4.4,3.1,4.2,,2.1,3.2,2.8,,2.9,4.5,4.7,4.4,4.2,4.4,4.0
Mastergradsstudium i barnehageledelse,8224_MBL,Master's Degree Programme in Leadership in Early Childhood Education and Care,8224,Dronning Mauds Minne Høgskole for barnehagelærerutdanning,Queen Maud University College of Early Childhood Education,Trondheim,721105,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Master,Lærerutdanninger og utdanninger i pedagogikk - master,MBL,0,M2,PEDAGOGIKK,PEDAGOGIKK,0,12,11,1,1,1.0,120,1,0,NOR,0,65,53,12,38,0.82,0.18,4.2,4.1,3.7,4.3,4.1,,,,,,,3.9,4.5,4.4,4.2,3.5,4.0,4.2,4.0,4.1,3.1,3.7,4.5,4.1,3.9,3.9,3.5,3.7,3.5,3.5,3.6,4.0,4.4,4.2,3.9,4.1,4.1,3.9,3.9,3.4,3.8,4.1,4.5,4.0,4.2,,,,,,,,,4.4,3.7,3.8,3.1,3.8,4.1,3.7,3.6,4.0,4.4,3.8,3.9,3.9,3.7,4.2,4.1,4.1,3.8,3.8,4.0,3.7,3.5,3.5,3.8,3.6,4.8,4.3,12.3,15.0,32.7,3.5,3.8,3.6,3.7,3.7,4.7,2.6,1.0,4.3,2.2,2.6,0.0,0.5,1.8,1.2,0.0,2.2,4.6,3.4,2.0,4.2,3.1,4.5,,3.5,3.7,2.0,,3.3,4.1,3.9,3.8,3.6,3.7,3.5
Mastergradsstudium i barnekultur og kunstpedagogikk,8224_MKP,Master's Degree Programme in Child Culture and Arts Education,8224,Dronning Mauds Minne Høgskole for barnehagelærerutdanning,Queen Maud University College of Early Childhood Education,Trondheim,723112,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Fag- og yrkesfaglærerutdanninger,Fag- og yrkesfaglærarutdanningar,Specific subject and vocational teacher training,"Humaniora og estetikk, lærerutdanninger","Humaniora og estetikk, lærarutdanningar","Humanities and arts, teacher training",Master,Lærerutdanninger og utdanninger i pedagogikk - master,MKP,0,M2,PEDAGOGIKK,PEDAGOGIKK,0,13,13,1,1,1.0,120,1,0,NOR,0,13,13,0,34,1.00,0.00,4.8,4.8,4.8,4.8,4.8,,,,,,,4.2,4.7,4.7,4.5,4.7,4.7,4.8,4.9,4.8,4.6,4.4,4.4,4.2,4.4,4.6,4.2,4.5,4.3,4.6,4.4,5.0,4.9,4.8,4.5,4.9,4.8,4.8,4.8,4.7,4.7,4.8,4.9,4.8,4.9,,,,,,,,,4.9,4.3,3.9,3.2,4.1,4.6,4.4,4.5,4.2,4.8,4.8,4.5,4.8,4.5,4.8,4.8,4.6,4.0,4.4,4.5,4.7,4.7,4.7,4.8,4.7,4.8,4.9,8.9,18.1,26.6,4.3,4.0,2.9,4.1,3.7,4.8,4.1,1.7,4.4,3.4,4.2,0.2,2.8,1.7,2.8,0.8,2.8,4.7,4.7,3.4,4.6,3.8,4.1,3.5,3.9,3.0,3.6,3.7,3.2,4.8,4.6,4.6,4.5,4.8,4.8
Mastergradsstudium i spesialpedagogikk med vekt på tidlig barndom,8224_MSP,Master's Degree Programme in Special Needs Education with a Focus on Early Childhood,8224,Dronning Mauds Minne Høgskole for barnehagelærerutdanning,Queen Maud University College of Early Childhood Education,Trondheim,724207,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Utdanninger i pedagogikk,Utdanningar i pedagogikk,Pedagogy,Spesialpedagogikk,Spesialpedagogikk,Special education,Master,Lærerutdanninger og utdanninger i pedagogikk - master,MSP,3,M2,PEDAGOGIKK,PEDAGOGIKK,0,25,19,1,1,1.0,120,1,3,NOR,0,53,48,5,28,0.91,0.09,4.2,3.8,4.2,4.1,4.1,,,,,,,3.7,4.1,3.8,3.9,3.8,3.8,4.1,4.2,4.1,4.1,3.8,4.2,3.8,3.9,4.0,4.1,4.3,3.8,4.3,4.1,4.3,4.5,4.4,4.3,4.3,4.4,4.0,3.6,3.9,3.8,3.8,4.7,3.7,4.1,3.5,3.3,3.0,3.8,3.9,3.9,4.1,3.6,4.2,3.3,3.4,2.6,3.4,3.8,3.3,3.4,3.3,4.0,3.9,3.6,3.8,3.9,4.2,3.6,3.8,3.2,3.6,3.6,3.8,3.8,3.8,4.1,3.9,4.8,4.3,14.8,22.5,16.1,3.5,3.6,2.9,3.8,3.5,4.5,2.9,2.2,3.9,3.4,2.9,0.2,1.7,2.3,1.6,2.1,1.9,3.9,3.5,2.8,4.1,3.8,3.9,1.0,3.0,3.8,2.5,4.2,3.6,3.8,4.4,4.1,3.9,3.8,3.3
Bachelor i teologi og misjon,8234_BTM,Bachelor in Theology and Mission,8234,Fjellhaug Internasjonale Høgskole,Fjellhaug International University College,Oslo,614207,Humanistiske og estetiske fag,Humanistiske og estetiske fag,Humanities and arts,Religionsutdanninger,Religionsutdanningar,Religion,Kristendom og andre religionsutdanninger,Kristendom og andre religionsutdanningar,Christianity and other religions,Bachelor,Humanistiske og estetiske fag - bachelor,BTM,3,B3,HIST-FIL,RELIGION,0,13,8,1,1,1.0,180,1,3,NOR,0,46,12,34,23,0.26,0.74,4.5,4.3,4.4,4.1,4.3,1.7,1.2,0.3,0.8,3.0,1.0,3.9,4.4,4.1,4.1,4.0,4.4,4.4,4.8,4.5,4.3,4.0,4.6,4.3,4.3,4.4,4.1,4.0,4.1,4.1,4.1,4.8,4.5,4.5,4.1,4.5,4.5,3.8,4.0,4.3,3.8,4.1,4.7,4.5,4.4,,,,,,,,,3.9,3.3,3.4,3.1,3.3,4.4,3.8,3.5,3.0,4.4,4.3,3.6,4.3,4.0,4.6,4.3,3.9,3.5,3.4,3.8,3.8,3.3,2.6,3.9,3.3,4.8,4.5,11.2,16.4,4.1,3.6,3.9,3.5,4.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,4.1,3.9,3.8,4.0,4.1,4.3
Bachelor i teologi og misjon - avdeling København,8234_BTMDK,Bachelor in Theology and Mission - Copenhagen,8234,Fjellhaug Internasjonale Høgskole,Fjellhaug International University College,Oslo,614207,Humanistiske og estetiske fag,Humanistiske og estetiske fag,Humanities and arts,Religionsutdanninger,Religionsutdanningar,Religion,Kristendom og andre religionsutdanninger,Kristendom og andre religionsutdanningar,Christianity and other religions,Bachelor,Humanistiske og estetiske fag - bachelor,BTMDK,0,B3,HIST-FIL,RELIGION,0,3,0,0,0,1.0,180,1,0,DAN,0,19,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master i teologi og misjon,8234_MTM,Master in Theology and Mission,8234,Fjellhaug Internasjonale Høgskole,Fjellhaug International University College,Oslo,714221,Humanistiske og estetiske fag,Humanistiske og estetiske fag,Humanities and arts,Religionsutdanninger,Religionsutdanningar,Religion,Kristendom og andre religionsutdanninger,Kristendom og andre religionsutdanningar,Christianity and other religions,Master,Humanistiske og estetiske fag - master,MTM,0,M2,HIST-FIL,RELIGION,0,8,7,1,1,1.0,120,1,0,NOR,0,16,,,27,,,3.9,4.0,4.0,2.7,3.6,2.7,1.7,1.4,2.4,3.0,1.9,4.1,4.4,4.3,4.3,3.3,3.9,3.9,4.6,4.1,3.6,4.0,4.3,4.1,4.0,4.0,4.3,4.1,4.1,4.1,4.2,4.2,3.8,4.2,3.8,3.5,3.9,3.5,4.2,4.0,3.9,3.7,4.2,3.3,3.7,,,,,,,,,3.2,2.7,2.8,2.5,2.8,3.5,4.0,3.0,2.6,3.8,2.8,4.0,3.3,3.7,3.5,3.5,4.2,2.7,2.8,3.3,4.0,3.2,3.8,4.2,3.8,4.0,3.8,5.7,21.2,5.2,3.7,3.8,3.7,4.5,3.9,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.8,3.3,3.2,3.5,3.8
